-3,3,-22,3,0
-1,0,4,0,0
-29,0,0,0,0
0,0,0,-3,-2
-1,2,-3,10,-20
0,0,0,-3,3
-3,0,0,0,0
-1,1,0,0,-4
8,-4,6,0,0
0,0,0,0,0
0,0,-3,3,0
1,3,4,-6,0
0,0,0,0,-3
4,12,-2,-26,2
0,2,2,-4,0
-3,0,4,-1,0
0,0,0,0,0
0,-33,9,-1,4
2,0,-1,9,-9
1,1,-4,-3,-3
3,-3,0,-2,0
0,0,0,0,0
1,3,8,1,-3
0,0,0,0,4
0,0,0,0,0
0,0,-3,0,0
